id,image_id,category_id,bbox,area,iscrowd,name
1925370,405432,60,"[256.48, 72.54, 73.83, 170.01]",9364.3293,0,donut
1925521,405432,60,"[7.48, 246.49, 100.18, 97.89]",6379.7367,0,donut
1930256,472046,62,"[82.37, 251.29, 15.07, 23.71]",179.9013,0,chair
1930366,25096,62,"[0.0, 213.19, 33.04, 39.44]",679.30975,0,chair
1931474,173302,62,"[337.03, 322.03, 135.67, 102.97]",5339.61495,0,chair
1931751,519569,62,"[126.4, 391.5, 122.12, 224.04]",14633.7122,0,chair
1931767,554291,62,"[452.63, 32.53, 187.37, 206.23]",30041.8126,0,chair
1932251,441247,62,"[529.15, 186.2, 110.85, 237.8]",18201.04095,0,chair
1932987,74209,62,"[220.0, 359.38, 100.0, 115.0]",6735.9375,0,chair
1933463,216497,62,"[386.03, 269.83, 82.04, 181.58]",5455.24345,0,chair
1935353,244833,62,"[0.03, 238.86, 95.53, 189.14]",10589.19865,0,chair
1936383,244833,62,"[382.3, 79.69, 61.3, 64.65]",2387.1289,0,chair
1938151,504074,62,"[545.85, 199.45, 85.78, 206.99]",12530.4562,0,chair
1938775,485844,62,"[77.27, 201.01, 65.78, 51.77]",2361.94295,0,chair
1939099,244833,62,"[366.05, 146.47, 119.46, 176.82]",7456.09155,0,chair
1939194,491216,62,"[103.43, 311.86, 87.81, 255.19]",4115.33285,0,chair
1942983,554002,62,"[511.39, 56.96, 19.45, 44.21]",532.2118,0,chair
1944415,37777,62,"[241.95, 180.42, 51.37, 45.4]",608.3693,0,chair
1945412,485844,62,"[33.39, 170.12, 43.25, 72.51]",1661.06,0,chair
1949077,525083,63,"[291.05, 227.72, 56.19, 49.48]",1622.49395,0,couch
1949954,441247,63,"[21.89, 284.14, 202.44, 139.86]",19652.4637,0,couch
1952288,136355,64,"[183.0, 160.82, 92.05, 139.74]",7175.0953,0,potted plant
1953238,319696,64,"[435.88, 0.0, 64.12, 106.5]",6082.7702,0,potted plant
1953673,306733,64,"[0.0, 299.29, 49.95, 101.25]",3759.72895,0,potted plant
1953949,45229,64,"[360.04, 368.72, 8.99, 9.84]",75.7792,0,potted plant
1953982,472046,64,"[368.62, 178.98, 15.05, 16.76]",155.57385,0,potted plant
1954050,241602,64,"[197.15, 179.63, 25.14, 48.34]",597.11675,0,potted plant
1955477,371529,64,"[218.83, 14.96, 56.02, 348.18]",8033.8734,0,potted plant
1955872,45229,64,"[368.87, 365.16, 13.44, 16.19]",176.3491,0,potted plant
1956143,45229,64,"[384.37, 367.19, 12.2, 11.2]",111.92,0,potted plant
1956214,45229,64,"[395.41, 367.84, 16.43, 9.82]",126.11555,0,potted plant
1956386,45229,64,"[257.28, 357.45, 23.86, 26.93]",522.82405,0,potted plant
1956722,365387,65,"[331.17, 234.03, 287.01, 183.24]",39121.5861,0,bed
1957274,393569,65,"[366.55, 16.0, 238.13, 66.08]",10905.5886,0,bed
1958314,25096,67,"[0.0, 232.68, 375.0, 267.32]",55558.6402,0,dining table
1959596,74058,67,"[169.95, 218.52, 42.65, 45.31]",751.25315,0,dining table
1959856,441247,67,"[0.0, 366.66, 71.81, 56.97]",2443.22555,0,dining table
1960663,74058,67,"[278.03, 215.14, 39.71, 8.62]",120.2209,0,dining table
1961413,540502,67,"[320.7, 203.6, 161.26, 57.0]",6041.90255,0,dining table
1961886,482436,67,"[232.31, 225.73, 197.46, 49.8]",4310.6989,0,dining table
1962057,165681,67,"[122.24, 91.11, 56.51, 10.38]",506.67085,0,dining table
1962974,540502,67,"[22.87, 210.81, 12.3, 14.34]",135.39225,0,dining table
1963336,485844,67,"[15.01, 255.83, 260.56, 129.1]",19827.92425,0,dining table
1966186,173302,67,"[501.8, 256.47, 137.33, 44.39]",2613.5624,0,dining table
1966302,30213,67,"[160.52, 218.1, 250.56, 230.9]",20138.20775,0,dining table
1966452,173302,67,"[524.67, 223.13, 115.33, 39.03]",1443.4717,0,dining table
1967430,363784,70,"[32.66, 442.31, 109.78, 37.69]",2809.5664,0,toilet
1967445,187513,70,"[105.98, 455.25, 150.86, 184.04]",7612.50665,0,toilet
1967478,458054,70,"[0.0, 0.0, 201.7, 426.0]",47570.85075,0,toilet
1967506,255401,70,"[191.99, 114.85, 92.46, 173.06]",10523.18865,0,toilet
1967535,323202,70,"[3.32, 46.62, 476.68, 585.28]",188892.7235,0,toilet
1967545,227044,70,"[627.12, 399.83, 12.88, 52.37]",452.0822,0,toilet
1967561,237316,70,"[62.66, 260.22, 100.16, 220.18]",14087.48185,0,toilet
1967577,363784,70,"[1.25, 314.18, 107.22, 145.87]",11424.74635,0,toilet
1967637,365387,70,"[121.11, 223.46, 155.25, 161.85]",20280.757,0,toilet
1967640,306733,70,"[446.09, 326.06, 99.88, 99.94]",2685.60685,0,toilet
1967712,134096,70,"[417.1, 132.96, 138.56, 93.98]",6404.3507,0,toilet
1967721,35770,70,"[252.94, 19.13, 95.21, 101.2]",6673.80395,0,toilet
1967725,520910,70,"[117.9, 430.11, 34.36, 91.93]",1783.21865,0,toilet
1967771,195165,70,"[0.0, 351.46, 66.72, 118.65]",5021.9135,0,toilet
1967808,474095,70,"[136.91, 362.16, 30.75, 75.69]",1613.7985,0,toilet
1967888,453634,70,"[59.85, 350.53, 232.52, 182.55]",28177.9385,0,toilet
1967986,458054,70,"[504.25, 135.9, 52.6, 34.26]",666.42625,0,toilet
1968011,134096,70,"[1.24, 132.99, 37.31, 180.32]",6316.4217,0,toilet
1968032,458054,70,"[428.64, 129.32, 134.7, 103.95]",4439.07855,0,toilet
1968053,37670,70,"[1.24, 28.19, 330.78, 446.42]",112836.676,0,toilet
1968274,435003,72,"[334.51, 128.32, 90.66, 118.63]",8912.3931,0,tv
1968684,361586,72,"[19.67, 133.25, 66.53, 78.57]",3393.75935,0,tv
1969375,361586,72,"[463.49, 74.01, 28.31, 52.63]",907.2651,0,tv
1969409,361586,72,"[177.29, 91.5, 86.97, 72.2]",3836.0761,0,tv
1969985,361586,72,"[315.29, 217.63, 39.54, 29.4]",1001.448,0,tv
1970339,435880,73,"[85.29, 369.72, 22.2, 21.48]",329.05355,0,laptop
1970791,393569,73,"[443.97, 205.18, 78.31, 82.41]",2816.2047,0,laptop
1976831,338304,77,"[230.01, 155.86, 25.23, 30.34]",428.47115,0,cell phone
1977882,384808,77,"[278.23, 85.46, 14.96, 31.67]",391.21655,0,cell phone
1978587,453302,78,"[159.99, 179.44, 81.76, 48.51]",2873.1545,0,microwave
1978633,186980,78,"[406.54, 212.98, 50.46, 52.08]",2449.8312,0,microwave
1978803,292060,78,"[358.29, 350.47, 50.08, 43.93]",1809.4235,0,microwave
1979154,453302,78,"[42.78, 85.09, 95.72, 57.09]",3422.19845,0,microwave
1979518,480122,79,"[1.66, 272.35, 144.63, 246.02]",24231.0935,0,oven
1979598,382696,79,"[242.29, 170.14, 144.15, 185.05]",19948.38395,0,oven
1979616,182611,79,"[0.0, 210.32, 49.5, 261.03]",8098.49285,0,oven
1979862,441247,79,"[332.26, 205.65, 28.59, 55.45]",901.33195,0,oven
1980050,40471,79,"[1.66, 384.0, 86.44, 224.42]",15957.7204,0,oven
1980560,507081,79,"[347.43, 417.25, 88.1, 212.78]",12150.03645,0,oven
1980574,52996,79,"[0.0, 214.84, 36.28, 71.04]",1915.4601,0,oven
1980630,109976,79,"[118.75, 254.37, 138.75, 213.76]",19828.6875,0,oven
1981038,580294,79,"[4.61, 245.15, 437.24, 163.82]",18607.10315,0,oven
1981139,458768,79,"[408.36, 206.98, 19.87, 45.9]",698.89635,0,oven
1981230,441247,79,"[130.42, 180.76, 29.72, 33.52]",686.72205,0,oven
1981416,127182,81,"[391.26, 361.28, 35.74, 12.65]",374.4685,0,sink
1981518,329219,81,"[197.74, 134.03, 51.24, 19.11]",665.9946,0,sink
1981519,365387,81,"[271.61, 112.96, 101.05, 101.56]",7451.7863,0,sink
1981664,292005,81,"[407.73, 626.47, 72.27, 13.53]",674.1849,0,sink
1981721,357567,81,"[472.93, 456.72, 7.07, 28.64]",101.3127,0,sink
1981737,474786,81,"[243.92, 253.81, 131.08, 87.66]",8932.7227,0,sink
1981933,164602,81,"[462.55, 358.95, 89.0, 67.44]",4018.252,0,sink
1981988,474786,81,"[0.0, 426.4, 52.93, 73.6]",3096.43195,0,sink
1982048,331352,81,"[53.25, 61.04, 248.05, 84.41]",17235.82735,0,sink
1982096,17379,81,"[4.19, 590.63, 186.24, 49.37]",6815.9781,0,sink
1982183,565776,81,"[98.04, 223.01, 82.9, 21.98]",1082.3709,0,sink
1982415,445658,81,"[449.5, 217.08, 30.75, 12.27]",255.28745,0,sink
1982690,466085,81,"[228.23, 397.49, 197.09, 166.46]",24714.93075,0,sink
1983209,66231,82,"[490.38, 207.38, 149.62, 213.5]",30375.5717,0,refrigerator
1983627,127182,82,"[249.35, 384.0, 139.64, 167.9]",19963.5661,0,refrigerator
1983648,74209,82,"[2.49, 97.25, 112.21, 163.32]",15216.58065,0,refrigerator
1984132,200839,84,"[143.97, 240.83, 32.84, 27.82]",623.6648,0,book
1984337,240940,84,"[322.38, 182.43, 14.27, 44.58]",489.8193,0,book
1984452,93437,84,"[440.99, 212.68, 20.36, 7.76]",120.0308,0,book
1984912,200839,84,"[234.62, 202.09, 30.03, 42.49]",685.93925,0,book
1985297,440475,84,"[201.52, 222.14, 8.97, 20.44]",76.11605,0,book
1985748,147518,84,"[320.12, 459.67, 34.13, 53.93]",1034.7062,0,book
1985760,200839,84,"[303.04, 193.13, 36.95, 49.43]",1251.7077,0,book
1986718,200839,84,"[358.01, 195.31, 50.97, 65.94]",2103.88165,0,book
1987152,45229,84,"[609.6, 307.2, 12.68, 55.77]",623.45305,0,book
1987200,45229,84,"[629.5, 314.78, 10.5, 54.71]",285.23075,0,book
1987424,45229,84,"[625.44, 303.19, 14.29, 67.6]",477.25485,0,book
1987841,156278,84,"[62.42, 231.5, 19.44, 41.37]",582.0288,0,book
1987914,200839,84,"[197.21, 236.35, 36.56, 38.78]",892.5978,0,book
1989562,93437,84,"[490.55, 212.2, 33.28, 10.71]",277.1858,0,book
1991441,199771,85,"[494.14, 0.0, 22.82, 25.87]",452.1143,0,clock
1992480,402346,86,"[0.0, 163.48, 19.69, 125.15]",1582.19305,0,vase
1992895,571804,86,"[99.87, 217.13, 52.34, 68.57]",2472.0296,0,vase
1993128,98018,86,"[8.51, 164.13, 38.52, 51.03]",1113.67175,0,vase
1993336,402346,86,"[118.93, 276.77, 74.35, 51.55]",2356.54845,0,vase
1993482,98018,86,"[383.14, 242.12, 94.19, 79.02]",5323.8003,0,vase
1994486,472046,86,"[553.3, 193.92, 65.12, 67.87]",2174.9907,0,vase
1994872,173008,87,"[189.43, 399.35, 51.41, 21.2]",382.649,0,scissors
1995194,404484,88,"[53.71, 116.22, 39.69, 29.31]",544.8582,0,teddy bear
1995343,226408,88,"[105.44, 0.0, 204.31, 170.72]",18412.6569,0,teddy bear
1996048,276018,88,"[48.25, 372.79, 95.1, 162.5]",6431.8444,0,teddy bear
1997309,327769,90,"[334.16, 1.49, 17.86, 49.52]",351.59845,0,toothbrush
1997478,229358,90,"[369.68, 280.03, 22.21, 81.32]",387.2074,0,toothbrush
1997596,284623,90,"[115.81, 200.38, 23.1, 38.58]",514.8395,0,toothbrush
1997694,560474,90,"[539.69, 284.22, 100.31, 92.95]",1419.7335,0,toothbrush
1997873,560474,90,"[463.79, 243.21, 46.87, 45.96]",545.1718,0,toothbrush
1997907,580294,90,"[495.27, 184.09, 5.23, 30.23]",54.6406,0,toothbrush
1997942,500464,90,"[168.29, 45.66, 5.47, 18.73]",50.48015,0,toothbrush
1998612,560474,90,"[317.0, 142.23, 11.72, 42.13]",198.019,0,toothbrush
1998714,560474,90,"[114.04, 120.25, 44.08, 54.16]",263.6909,0,toothbrush
1998926,560474,90,"[486.98, 272.66, 153.02, 146.21]",2938.97215,0,toothbrush
1998975,465179,90,"[0.0, 370.14, 15.78, 29.95]",158.4316,0,toothbrush
1999018,560474,90,"[347.22, 156.59, 64.2, 63.03]",567.79275,0,toothbrush
1999080,560474,90,"[287.51, 148.47, 29.57, 44.74]",251.384,0,toothbrush
1999100,560474,90,"[503.91, 50.3, 34.73, 149.24]",2348.3173,0,toothbrush
1999861,181542,1,"[607.86, 123.34, 24.29, 40.36]",359.6445,0,person
2000225,191845,1,"[134.09, 245.67, 74.07, 90.95]",2187.76995,0,person
2000234,309391,1,"[368.75, 127.82, 6.28, 18.97]",84.2437,0,person
2001216,493286,1,"[306.64, 189.24, 41.06, 32.13]",1060.79045,0,person
2002064,228942,1,"[521.81, 126.01, 12.03, 48.73]",298.5123,0,person
2002467,111086,1,"[436.99, 88.17, 27.78, 34.59]",547.5024,0,person
2003881,574702,1,"[182.87, 175.8, 3.44, 5.67]",13.24865,0,person
2003981,139099,1,"[223.65, 102.05, 38.56, 58.46]",1006.58375,0,person
2004314,176857,1,"[161.69, 62.34, 69.15, 161.69]",6160.6825,0,person
2004944,357737,1,"[167.74, 95.12, 5.46, 8.12]",26.1642,0,person
2006186,345027,1,"[390.74, 271.16, 3.98, 6.91]",17.67575,0,person
2006682,67213,1,"[4.99, 311.58, 15.22, 5.76]",76.97745,0,person
2008276,356387,1,"[334.38, 224.37, 11.06, 20.36]",129.841,0,person
2008290,370486,1,"[237.26, 154.53, 19.07, 38.29]",460.0062,0,person
2008412,17379,1,"[216.04, 233.23, 47.09, 80.0]",2645.45265,0,person
2008988,507037,1,"[71.45, 224.89, 67.45, 206.46]",9920.2542,0,person
2009022,455624,1,"[614.54, 143.23, 25.46, 63.13]",967.01085,0,person
2009983,469192,1,"[70.46, 289.18, 6.38, 9.92]",31.9667,0,person
2010153,309391,1,"[545.49, 210.32, 7.03, 14.7]",75.17635,0,person
2010438,191845,1,"[214.75, 154.57, 62.98, 83.38]",1211.6133,0,person
2012124,33854,1,"[392.45, 208.24, 6.48, 10.58]",46.0755,0,person
2012579,17379,1,"[157.76, 242.73, 40.1, 71.56]",2145.58785,0,person
2014557,356387,1,"[293.97, 209.9, 7.58, 22.75]",118.84465,0,person
2015248,56350,1,"[74.71, 494.37, 92.2, 117.63]",2976.63915,0,person
2017015,343561,1,"[16.72, 26.19, 42.35, 112.58]",2362.1585,0,person
2017209,87038,1,"[408.29, 231.25, 17.12, 34.97]",243.31385,0,person
2018108,309391,1,"[344.05, 215.97, 4.21, 3.72]",11.1867,0,person
2018401,87038,1,"[204.14, 229.02, 7.33, 34.96]",188.8249,0,person
2018715,567197,1,"[272.1, 286.74, 13.47, 11.29]",95.7563,0,person
2020199,165681,1,"[345.72, 61.21, 25.61, 49.7]",699.56355,0,person
2021281,165681,1,"[154.07, 115.21, 13.33, 17.48]",135.1095,0,person
2021294,461751,1,"[464.34, 120.29, 175.66, 448.71]",48168.33635,0,person
2022219,78748,1,"[576.33, 49.65, 63.67, 128.5]",2270.4646,0,person
2022485,338304,1,"[230.29, 253.29, 49.52, 107.13]",2423.3414,0,person
2023104,577932,1,"[298.35, 215.4, 22.33, 24.86]",305.80325,0,person
2023698,169996,1,"[300.5, 319.78, 26.85, 24.89]",203.7271,0,person
2024235,292997,1,"[363.56, 228.23, 14.24, 18.14]",154.6726,0,person
2024601,283785,1,"[407.75, 294.05, 92.25, 38.01]",2537.118,0,person
2025675,350122,1,"[411.64, 239.28, 9.66, 21.98]",159.98655,0,person
2026395,370486,1,"[336.52, 58.63, 31.67, 52.78]",901.2641,0,person
2027667,493286,1,"[122.39, 165.58, 15.19, 35.33]",153.06695,0,person
2028701,146667,1,"[477.7, 16.68, 39.83, 41.35]",556.44505,0,person
2029150,343561,1,"[175.11, 26.99, 41.28, 127.22]",2792.20075,0,person
2029391,138639,1,"[33.26, 308.11, 20.78, 31.18]",311.2455,0,person
2030290,345027,1,"[414.18, 267.71, 5.47, 11.41]",35.8504,0,person
2031071,55002,1,"[155.09, 323.57, 160.69, 51.3]",2787.60795,0,person
2031811,313182,1,"[5.09, 240.46, 37.12, 45.02]",517.9114,0,person
2031960,554002,1,"[531.28, 42.02, 20.51, 57.08]",744.19945,0,person
2032379,554002,1,"[472.76, 53.6, 24.45, 23.96]",372.9775,0,person
2035124,350122,2,"[485.4, 280.88, 16.57, 23.21]",198.0905,0,bicycle
2036138,577932,3,"[0.82, 197.69, 12.19, 14.5]",134.9887,0,car
2036911,144333,3,"[210.82, 103.85, 166.43, 109.98]",8974.63265,0,car
2037004,336232,3,"[533.56, 135.44, 83.4, 70.05]",4326.4106,0,car
2037391,567197,3,"[71.94, 297.72, 44.18, 35.35]",1194.98275,0,car
2037893,52412,3,"[235.99, 388.98, 13.0, 14.11]",132.49775,0,car
2037972,555597,3,"[388.54, 384.63, 94.86, 36.25]",2371.51675,0,car
2038014,555597,3,"[335.92, 375.92, 50.13, 12.98]",371.92725,0,car
2038046,301135,3,"[47.7, 344.13, 11.68, 14.02]",124.09735,0,car
2038782,167122,3,"[228.42, 201.62, 85.37, 17.3]",1100.0694,0,car
2038909,376284,3,"[0.17, 67.93, 19.39, 34.17]",432.73235,0,car
2039114,89556,3,"[136.13, 138.0, 43.0, 12.99]",209.75205,0,car
2040118,579902,3,"[474.34, 252.25, 31.59, 35.41]",572.9669,0,car
2040352,122166,3,"[551.88, 273.2, 15.31, 11.41]",98.9638,0,car
2040864,567197,3,"[45.85, 302.29, 27.02, 26.11]",566.7919,0,car
2041018,183709,3,"[395.54, 240.18, 30.21, 32.29]",464.7901,0,car
2041206,210273,3,"[584.03, 122.14, 39.13, 36.37]",1173.98655,0,car
2041465,376284,3,"[0.0, 64.28, 19.33, 10.81]",114.1767,0,car
2041559,555597,3,"[6.71, 400.17, 36.26, 33.57]",714.2235,0,car
2042446,567197,3,"[15.9, 299.4, 26.41, 23.06]",507.58345,0,car
2042477,424162,3,"[445.92, 155.94, 18.79, 17.46]",240.0701,0,car
2042787,567197,3,"[0.0, 286.13, 12.71, 50.81]",418.2141,0,car
2042941,30828,3,"[0.34, 174.84, 20.12, 54.28]",803.0086,0,car
2042994,228436,3,"[133.02, 137.18, 9.97, 10.33]",80.86215,0,car
2044187,555597,3,"[576.65, 368.43, 44.59, 15.24]",494.092,0,car
2044335,555597,3,"[83.14, 375.24, 27.48, 10.43]",201.4363,0,car
2044338,228436,3,"[369.24, 143.26, 21.39, 10.44]",148.9816,0,car
2044515,555597,3,"[163.39, 374.26, 32.04, 11.59]",253.1654,0,car
2044905,167122,3,"[170.51, 205.91, 50.61, 12.4]",411.794,0,car
2045118,295809,3,"[305.34, 117.16, 18.03, 19.12]",128.4477,0,car
2045144,167122,3,"[551.42, 213.43, 27.74, 11.38]",222.25565,0,car
2045930,555597,3,"[420.27, 373.82, 21.25, 7.33]",108.1007,0,car
2046219,414510,3,"[13.42, 194.0, 14.49, 10.72]",89.49255,0,car
2046555,122166,3,"[535.44, 279.3, 13.64, 15.76]",173.2024,0,car
2046686,122166,3,"[545.1, 284.83, 12.41, 15.06]",103.3274,0,car
2047830,165681,4,"[384.9, 249.87, 173.87, 88.29]",8242.80715,0,motorcycle
2048033,336232,4,"[450.14, 23.56, 3.98, 3.85]",11.98845,0,motorcycle
2048126,380706,4,"[21.52, 155.66, 10.06, 20.7]",120.71185,0,motorcycle
2048441,291634,4,"[28.01, 212.7, 21.07, 44.53]",511.8067,0,motorcycle
2048766,291634,4,"[32.83, 239.25, 21.0, 25.31]",160.28185,0,motorcycle
2049729,210273,6,"[357.25, 71.3, 27.53, 18.86]",430.6027,0,bus
2051058,57672,8,"[122.87, 45.83, 49.56, 24.34]",929.924,0,truck
2051412,567197,8,"[427.5, 258.43, 72.5, 80.07]",3612.7974,0,truck
2051787,169996,8,"[244.36, 261.82, 175.8, 81.04]",6859.45295,0,truck
2052475,177934,8,"[422.2, 153.28, 17.91, 12.48]",143.298,0,truck
2052505,122166,8,"[158.05, 263.91, 165.65, 149.51]",20054.18685,0,truck
2052530,122166,8,"[460.9, 302.74, 49.37, 44.17]",1727.9858,0,truck
2052646,89556,8,"[255.76, 143.23, 113.3, 52.97]",4034.5621,0,truck
2055738,228436,9,"[0.0, 272.75, 107.41, 155.24]",8490.912,0,boat
2056102,345027,9,"[601.5, 264.23, 34.7, 9.81]",213.66685,0,boat
2056758,492077,10,"[365.22, 162.7, 4.89, 7.05]",28.58025,0,traffic light
2057016,301376,10,"[83.29, 94.92, 27.85, 57.65]",936.6671,0,traffic light
2057237,467511,10,"[387.91, 42.64, 21.49, 72.56]",1484.8448,0,traffic light
2057576,467511,10,"[330.15, 28.49, 39.15, 54.42]",1302.9895,0,traffic light
2057709,301376,10,"[281.9, 297.83, 4.54, 22.34]",90.16685,0,traffic light
2058227,309391,10,"[450.83, 50.57, 4.77, 4.53]",14.37415,0,traffic light
2058760,178982,10,"[503.58, 193.21, 10.08, 22.49]",210.66255,0,traffic light
2058836,467511,10,"[390.59, 149.42, 25.41, 32.45]",741.76585,0,traffic light
2058891,295809,10,"[84.61, 66.24, 10.33, 15.88]",135.8207,0,traffic light
2059110,178982,10,"[566.3, 199.63, 16.64, 16.5]",225.59395,0,traffic light
2059393,295809,10,"[403.5, 98.7, 4.07, 11.23]",39.3487,0,traffic light
2059941,480944,10,"[342.38, 46.53, 57.21, 197.43]",9427.25295,0,traffic light
2060022,480944,10,"[212.12, 202.0, 28.31, 50.7]",1115.2099,0,traffic light
2060949,555597,14,"[146.48, 448.02, 53.96, 61.83]",2858.94015,0,parking meter
2062351,267537,15,"[599.8, 79.84, 40.2, 11.28]",397.6817,0,bench
2063670,56127,15,"[485.41, 568.66, 94.59, 71.34]",5938.27045,0,bench
2065105,70774,16,"[442.0, 72.61, 5.75, 5.76]",26.5934,0,bird
2069795,173799,22,"[361.08, 212.66, 111.31, 30.73]",1375.8172,0,elephant
2072583,368900,27,"[128.19, 266.65, 37.11, 60.54]",1631.36295,0,backpack
2073817,259640,27,"[575.28, 241.11, 27.0, 35.27]",661.3074,0,backpack
2075132,345027,28,"[618.35, 265.79, 2.56, 1.87]",2.382,0,umbrella
2075359,191845,28,"[23.67, 88.88, 41.4, 35.53]",600.884,0,umbrella
2076065,146667,31,"[349.39, 51.74, 30.77, 33.25]",541.2442,0,handbag
2077567,138639,31,"[572.42, 354.75, 14.39, 43.97]",261.02695,0,handbag
2077891,350122,31,"[448.88, 268.63, 6.55, 16.21]",72.926,0,handbag
2078163,74058,31,"[471.13, 222.93, 26.05, 49.88]",716.39285,0,handbag
2078902,350122,31,"[535.61, 276.86, 5.73, 8.32]",30.59655,0,handbag
2081772,361586,33,"[526.9, 221.44, 21.39, 34.83]",463.5941,0,suitcase
2090019,469192,38,"[545.98, 135.85, 24.76, 24.82]",147.5942,0,kite
2092886,441247,44,"[287.18, 205.93, 13.98, 23.94]",214.89435,0,bottle
2093318,407614,44,"[177.04, 194.1, 14.7, 20.42]",226.3299,0,bottle
2093461,109976,44,"[203.03, 171.32, 9.74, 26.15]",204.9556,0,bottle
2093629,45229,44,"[97.33, 234.82, 12.84, 17.97]",201.73745,0,bottle
2093850,84241,44,"[507.23, 44.65, 17.47, 57.3]",501.12355,0,bottle
2094544,482436,44,"[282.34, 199.53, 2.9, 9.6]",21.88435,0,bottle
2094572,74209,44,"[417.46, 238.31, 9.65, 30.66]",227.0826,0,bottle
2094688,109976,44,"[189.69, 168.64, 6.62, 26.87]",130.21735,0,bottle
2095297,195165,44,"[356.18, 198.03, 18.34, 33.64]",431.471,0,bottle
2095895,407614,44,"[379.33, 177.87, 8.94, 18.52]",80.62895,0,bottle
2095917,481386,44,"[3.54, 401.38, 29.6, 9.07]",96.8382,0,bottle
2096221,182611,44,"[266.35, 261.23, 5.07, 17.41]",72.00705,0,bottle
2096302,195165,44,"[543.39, 236.57, 19.2, 24.9]",306.91005,0,bottle
2096309,481386,44,"[29.77, 466.02, 43.92, 32.94]",589.32815,0,bottle
2096499,481386,44,"[64.62, 493.3, 19.86, 25.67]",324.93375,0,bottle
2096772,195165,44,"[415.02, 206.92, 19.12, 22.31]",356.48125,0,bottle
2097003,195165,44,"[391.51, 266.22, 13.97, 24.52]",260.67335,0,bottle
2097925,481386,46,"[301.0, 68.3, 21.98, 40.03]",613.60275,0,wine glass
2098073,481386,46,"[386.31, 70.09, 26.08, 32.75]",635.3525,0,wine glass
2098190,481386,46,"[276.05, 89.6, 11.85, 19.33]",198.59815,0,wine glass
2098364,481386,46,"[369.62, 71.21, 18.54, 33.69]",426.78865,0,wine glass
2098386,481386,46,"[352.99, 59.48, 13.55, 44.41]",324.8327,0,wine glass
2098418,481386,46,"[289.72, 92.54, 11.42, 16.06]",170.1563,0,wine glass
2098443,481386,46,"[396.27, 57.38, 15.04, 9.4]",120.79,0,wine glass
2098461,481386,46,"[250.46, 91.07, 15.3, 20.46]",267.654,0,wine glass
2098836,575970,47,"[427.73, 163.9, 8.18, 16.34]",114.33105,0,cup
2098862,175364,47,"[424.74, 80.75, 8.23, 12.87]",89.36675,0,cup
2099074,365387,47,"[274.28, 0.24, 17.44, 17.44]",282.6128,0,cup
2099722,175364,47,"[432.57, 79.33, 10.68, 13.58]",131.7148,0,cup
2100000,481386,47,"[270.77, 135.68, 18.18, 12.06]",135.5647,0,cup
2100308,175364,47,"[446.91, 79.88, 11.75, 12.15]",124.6264,0,cup
2100550,415194,47,"[172.21, 95.21, 9.66, 16.36]",126.4716,0,cup
2100736,175364,47,"[462.12, 76.41, 5.72, 12.15]",59.1528,0,cup
2100899,182611,47,"[320.83, 556.88, 98.08, 73.15]",5732.48085,0,cup
2102352,419974,48,"[167.85, 287.44, 19.55, 8.69]",56.0801,0,fork
2103387,292060,49,"[318.78, 364.78, 8.52, 11.64]",30.5332,0,knife
2104107,226984,49,"[179.14, 178.59, 2.38, 11.53]",15.6371,0,knife
2104228,226984,49,"[180.27, 175.98, 4.12, 13.39]",23.80965,0,knife
2104451,156278,49,"[346.31, 186.17, 38.3, 6.54]",125.3122,0,knife
2104753,66231,49,"[297.68, 205.09, 10.18, 25.47]",96.57645,0,knife
2104756,226984,49,"[173.61, 175.61, 6.26, 15.82]",38.3579,0,knife
2104942,177935,49,"[80.25, 235.02, 20.06, 16.18]",120.7156,0,knife
2105040,177935,49,"[70.29, 232.56, 23.15, 18.69]",84.3108,0,knife
2105086,66231,49,"[314.57, 204.96, 3.4, 9.87]",26.29385,0,knife
2105144,437898,49,"[394.31, 210.51, 10.38, 15.76]",44.7174,0,knife
2105188,186980,49,"[296.47, 327.55, 46.9, 19.43]",175.8403,0,knife
2105632,40471,50,"[237.51, 298.54, 6.26, 12.9]",54.4339,0,spoon
2105658,397133,50,"[166.03, 256.36, 8.82, 18.58]",99.2172,0,spoon
2106278,329219,50,"[50.16, 60.69, 11.5, 27.15]",158.415,0,spoon
2106892,527750,51,"[100.54, 341.94, 30.93, 28.53]",658.40575,0,bowl
2107018,580294,51,"[450.18, 172.56, 47.0, 38.69]",1332.8136,0,bowl
2107030,68833,51,"[0.36, 246.78, 24.84, 19.68]",369.1001,0,bowl
2107352,465129,51,"[244.73, 317.19, 45.59, 42.52]",1529.3207,0,bowl
2107519,571804,51,"[150.72, 291.57, 49.37, 40.11]",1587.46485,0,bowl
2107707,575970,51,"[427.79, 84.51, 36.0, 9.48]",246.95675,0,bowl
2108358,173302,51,"[75.88, 157.87, 13.02, 4.69]",31.46865,0,bowl
2108388,156278,51,"[282.89, 357.69, 53.27, 33.43]",1051.20315,0,bowl
2108393,298396,51,"[161.49, 246.57, 16.39, 12.8]",135.488,0,bowl
2108507,522007,51,"[85.15, 338.27, 20.79, 18.49]",132.27915,0,bowl
2108512,156278,51,"[181.65, 358.18, 43.87, 38.7]",1268.8612,0,bowl
2108685,136355,51,"[242.88, 250.95, 44.79, 19.69]",699.3614,0,bowl
